11149;8411061923245;;;;HERRERA BAD BOY P/H EDT;X 100 ML;3;;8666666;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11175;3348901182362;;;;DIOR ADDICT FRAICHE F/W;EDT X 100 ML;3;;9920098;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11176;3348901116818;;;;DIOR FAHRENHEIT P/H EDP;X 75 ML;3;;11490037;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11181;3348901346139;;;;DIOR JADORE INJOY F/W;EDT X 50 ML;3;;7753718;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11182;3348901346115;;;;DIOR JADORE INJOY F/W;EDT X 100 ML;3;;9920098;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11183;3348901419079;;;;DIOR JOY F/W EDP X 30 ML;;3;;6841919;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11184;3348901419086;;;;DIOR JOY F/W EDP X 50 ML;;3;;9028866;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11185;3348901419093;;;;DIOR JOY F/W EDP X 90 ML;;3;;11352924;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11186;3348901300056;;;;DIOR MISS ABSOLUTELY B.;F/W EDP X 50 ML;3;;9028866;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11187;3348901300049;;;;DIOR MISS ABSOLUTELY B.;F/W EDP X 100 ML;3;;11352924;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11188;3348901419369;;;;DIOR MISS DIOR SPRAY F/W;EDT X 100 ML;3;;9920098;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11190;3348901500821;;;;DIOR MISS ROSE &ROSES;F/W EDT X 50 ML;3;;7753718;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11191;3348901500838;;;;DIOR MISS ROSE &ROSES;F/W EDT X 100 ML;3;;9920098;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11192;3348901293839;;;;DIOR POISON GIRL F/W EDP;X 50 ML VAP;3;;9028866;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11193;3348901293846;;;;DIOR POISON GIRL F/W EDP;X 100 ML VAP;3;;11352924;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11194;3348901392457;;;;DIOR POISON GIRL;UNEXPECTED F/W EDT X 50 ML;3;;7753718;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11195;3348901393119;;;;DIOR POISON GIRL;UNEXPECTED F/W EDT X 100 ML;3;;9920098;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11196;3348901368247;;;;DIOR SAUVAGE P/H EDP X;100 ML VAP;3;;11106122;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11197;3348901520065;3348901428545;;;DIOR SAUVAGE P/H EDP X;200 ML VAP;3;;19812773;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11214;3359994767008;;;;ORLANE FLEURS F/W EDT X;50 ML;3;;235968;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11220;3274872368026;3274872441033;;;GIVENCHY GENTLEMAN P/H;EDP X 100 ML;3;;10434270;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11222;3274872441040;3274872347298;;;GIVENCHY GENTLEMAN P/H;EDT X 100 ML;3;;9063144;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11223;3274872372139;;;;GIVENCHY LINTERDIT F/W;EDP X 35 ML;3;;7383514;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11224;3274872372146;;;;GIVENCHY LINTERDIT F/W;EDP X 50 ML;3;;9460770;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11225;3274872372153;;;;GIVENCHY LINTERDIT F/W;EDP X 80 ML;3;;11352924;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11242;3274872369498;;;;GIVENCHY VERY IRRES;SENSUAL F/W EDP X 30 ML;3;;7212124;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11243;3274872369481;;;;GIVENCHY VERY IRRES;SENSUAL F/W EDP X 50 ML;3;;9323658;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11244;3274872369474;;;;GIVENCHY VERY IRRES;SENSUAL F/W EDP X 75 ML;3;;11133544;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11245;85805553081;;;;ARDEN GREEN TEA FIG F/W;EDT X 100 ML;3;;4700730;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11246;85805199425;;;;ARDEN GREEN TEA MIMOSA;F/W EDT X 100 ML;3;;4700730;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11247;85805544829;;;;ARDEN GREEN TEA NECTAR.;BLOSSOM F/W EDT X 100 ML;3;;4700730;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11252;8431754470610;;;;DEL POZO HALLOWEEN BLUE;DROP F/W EDT X 30 ML;3;;871647;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11254;8431754005706;;;;DEL POZO HALLOWEEN MAGIC;F/W EDT X 100 ML;3;;2054598;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11255;8431754005720;;;;DEL POZO HALLOWEEN MAGIC;F/W EDT X 30 ML;3;;871647;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11256;8431754462516;;;;DEL POZO HALLOWEEN P/H;EDT X 125 ML;3;;2023467;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11257;8431754006048;8431754461519;;;DEL POZO HALLOWEEN MAN;P/H EDT X 75 ML;3;;1431992;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11270;737052972305;;;;HUGO BOSS THE SCENT P/H;EDT X 100 ML;3;;8465970;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11274;8435415011556;;;;GAULTIER CLASSIQUE F/W;EDP X 100 ML;3;;10142240;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11277;8435415017237;;;;GAULTIER LA BELLE F/W;EDP X 30 ML;3;;6702346;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11278;8435415017244;;;;GAULTIER LA BELLE F/W;EDP X 100 ML;3;;10450430;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11280;8435415017190;;;;GAULTIER LE MALE LE BEAU;P/H EDT X 75 ML;3;;7732758;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11281;8435415017206;;;;GAULTIER LE MALE LE BEAU;P/H EDT X 125 ML;3;;9124281;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11282;8435415012638;;;;GAULTIER LE MALE P/H EDT;X 75 ML;3;;7508620;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11285;8435415035897;;;;GAULTIER CLASSIQUE PIN;UP F/W EDP X 100 ML;3;;11343869;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11289;8435415006439;8435415059084;;;GAULTIER SCANDAL F/ EDP;X 30 ML;3;;6636973;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11290;8435415059077;8435415006378;;;GAULTIER SCANDAL F/ W;EDP X 50 ML;3;;8495449;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11291;8435415059060;8435415006408;;;GAULTIER SCANDAL F/W EDP;X 80 ML;3;;10347700;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11295;3274872357204;;;;KENZO AQUA MEN P/H EDT X;30 ML;3;;4216213;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11296;3274872357211;;;;KENZO AQUA MEN P/H EDT X;50 ML;3;;5978110;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11297;3274872357228;;;;KENZO AQUA MEN P/H EDT X;100 ML;3;;8158201;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11298;3274872357129;;;;KENZO AQUA F/W EDT X 30;ML;3;;4339614;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11299;3274872357136;;;;KENZO AQUA F/W EDT X 50;ML;3;;6087800;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11300;3274872357143;;;;KENZO AQUA F/W EDT X 100;ML;3;;8171912;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11311;3274872440982;3274872390676;;;KENZO LEAU PAR F/W EDT X;50 ML VAP;3;;6087800;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11312;3274872390683;3274872440999;;;KENZO LEAU PAR F/W EDT X;100 ML VAP;3;;8171912;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11338;3614225452079;;;;M JACOBS DAISY LOVE F/W;EDT X 50 ML;3;;6833295;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11343;8011003061327;;;;MOSCHINO CHEAP & CHIC;F/W EDT X 100 ML;3;;8326602;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11346;8011003827886;;;;MOSCHINO FRESH COUTURE;F/W EDT X 30 ML;3;;4939415;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11347;8011003826711;;;;MOSCHINO FRESH COUTURE;F/W EDT X 100 ML;3;;9072267;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11348;8011003837991;;;;MOSCHINO FRESH GOLD F/W;EDP X 30 ML;3;;6207668;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11349;8011003838011;;;;MOSCHINO FRESH GOLD F/W;EDP X 100 ML;3;;10563599;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11350;8011003838042;;;;MOSCHINO FRESH PINK F/W;EDT X 30 ML;3;;4939415;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11351;8011003838066;;;;MOSCHINO FRESH PINK F/W;EDT X 100 ML;3;;9072267;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11352;8011003838387;;;;MOSCHINO CHEAP & CHIC SO;REAL F/W EDT X 30 ML;3;;4380165;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11353;8011003838400;;;;MOSCHINO CHEAP & CHIC SO;REAL F/W EDT X 100 ML;3;;8326602;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11354;8011003839285;;;;MOSCHINO TOY 2 F/W EDP X;30 ML;3;;6207668;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11355;8011003839308;;;;MOSCHINO TOY 2 F/W EDP X;100 ML;3;;10563599;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11358;3137370332350;;;;NINA BELLA F/W EDT X 80;ML;3;;6085967;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11359;3137370357704;3137370350446;;;NINA ROUGE F/W EDT X 30;ML;3;;4557471;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11360;3137370349426;3137370357681;;;NINA ROUGE F/W EDT X 80;ML;3;;7159961;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11363;3349668577538;;;;PACO RABANNE INVICTUS;LEGEND P/H EDP X 50 ML;3;;6627633;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11364;3349668577576;;;;PACO RABANNE INVICTUS;LEGEND P/H EDP X 100 ML;3;;7816810;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11365;3349668572038;;;;PACO RABANNE LADY;MILLION EMPIRE F/W EDP X 30 ML;3;;6506225;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11366;3349668572045;;;;PACO RABANNE LADY;MILLION EMPIRE F/W EDP X 50 ML;3;;8327346;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11367;3349668571970;;;;PACO RABANNE LADY;MILLION EMPIRE F/W EDP X 80 ML;3;;10145353;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11368;3349668562763;;;;PACO RABANNE LADY;MILLION LUCKY F/W EDP X 30 ML;3;;5855603;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11372;3349668577644;;;;PACO RABANNE OLYMPEA;LEGEND F/W EDP X 50 ML;3;;7418342;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11373;3349668577521;;;;PACO RABANNE OLYMPEA;LEGEND F/W EDP X 80 ML;3;;9037116;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11374;3349668562701;;;;PACO RABANNE 1 MILLION;LUCKY P/H EDT X 50 ML;3;;7362308;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11375;3349668562671;;;;PACO RABANNE 1 MILLION;LUCKY P/H EDT X 100 ML;3;;8685344;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11377;3349668576166;3349668545759;;;PACO RABANNE XS PURE P/H;EDT X 50 ML;3;;6257183;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11378;3349668576173;3349668545728;;;PACO RABANNE XS PURE P/H;EDT X 100 ML;3;;7384099;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11379;3349668545698;;;;PACO RABANNE XS PURE F/W;EDP X 30 ML;3;;5335727;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11380;3349668545667;;;;PACO RABANNE XS PURE F/W;EDP X 50 ML;3;;6829980;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11381;3349668545636;;;;PACO RABANNE XS PURE F/W;EDP X 80 ML;3;;8318007;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11383;3349668573844;;;;PACO RABANNE XS PURE;NIGHT P/H EDP X 100 ML;3;;7975574;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11384;3605970859299;;;;POLO BLUE P/H EDP X 75 ML;;3;;9042577;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11389;3605971042539;;;;POLO WOMAN F/W EDP X 50;ML;3;;9728140;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11390;3331438600010;;;;SALVADOR DALI LA BELL ET;LOCELOT F/W EDT X 30 ML;3;;881750;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11391;3331436404023;;;;SALVADOR DALI LAGUNA P/H;EDT X 50 ML;3;;861686;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11392;85805187996;;;;ARDEN SUNFLOWERS MORNING;G. F/W EDT X 100 ML;3;;4280948;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11393;22548408032;;;;TOMMY GIRL NOW F/W EDT X;100 ML;3;;9755794;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11394;22548407912;;;;TOMMY MEN NOW  P/H EDT X;100 ML;3;;9755794;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11395;3147758034929;;;;LANCOME TRESOR F/W EDP X;100 ML VAP;3;;12682917;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11397;3605533315163;;;;LANCOME TRESOR LA NUIT;F/W EDP X 30 ML;3;;8569538;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11398;3605533315224;;;;LANCOME TRESOR LA NUIT;F/W EDP X 50 ML;3;;10454837;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11400;3605532423142;;;;LANCOME TRESOR MIDNIGHT;ROSE F/W EDP X 30 ML;3;;8569538;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11401;3605532423265;;;;LANCOME TRESOR MIDNIGHT;ROSE F/W EDP X 75 ML;3;;12340135;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11402;8011003993802;;;;VERSACE BRIGHT CRYSTAL;F/W EDT X 30 ML;3;;7201889;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11403;8011003993826;;;;VERSACE BRIGHT CRYSTAL;F/W EDT X 90 ML;3;;11619959;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11404;8011003825721;;;;VERSACE DYLAN BLUE P/H;EDT X 30 ML;3;;6829056;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11405;8011003825745;;;;VERSACE DYLAN BLUE P/H;EDT X 100 ML;3;;10563599;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11406;8011003839094;;;;VERSACE DYLAN BLUE F/W;EDP X 30 ML;3;;8140185;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11407;8011003839117;;;;VERSACE DYLAN BLUE F/W;EDP X 100 ML;3;;13794818;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11408;8011003809196;;;;VERSACE EROS P/H EDT X;30 ML;3;;6829056;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11409;8011003809219;;;;VERSACE EROS P/H EDT X;100 ML;3;;10563599;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11410;8011003823512;;;;VERSACE EROS FEMME F/W;EDP X 30 ML;3;;8326602;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11411;8011003823536;;;;VERSACE EROS FEMME F/W;EDP X 100 ML;3;;14354067;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11412;8011003845330;;;;VERSACE EROS FLAME P/H;EDT X 30 ML;3;;7201889;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11413;8011003845354;;;;VERSACE EROS FLAME P/H;EDT X 100 ML;3;;11806375;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11414;8018365500013;;;;VERSACE EAU FRAICHE P/H;EDT X 30 ML;3;;6642640;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11415;8018365500037;;;;VERSACE EAU FRAICHE P/H;EDT X 100 ML;3;;10190766;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11416;8011003995943;;;;VERSACE POUR HOMME EDT X;30 ML;3;;6642640;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11417;8011003995967;;;;VERSACE POUR HOMME EDT X;100 ML;3;;10190766;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11418;85805557317;;;;ARDEN WHITE TEA F/W EDT;X 30 ML;3;;4230742;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11419;85805557324;;;;ARDEN WHITE TEA F/W EDT;X 50 ML;3;;6380030;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11420;85805557331;;;;ARDEN WHITE TEA F/W EDT;X 100 ML;3;;8932312;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11423;3365440787858;;;;YSL OPIUM BLACK F/W EDP;X 30 ML;3;;8562683;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
11428;3365440556263;;;;YSL OPIUM F/W EDP X 90 ML;;3;;14184300;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
1159;7794066000168;;;;FLUOROGEL TERAPEUTICO;MENTA;3;;337445;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
1160;7794066000304;;;;FLUOROGEL TERAPEUTICO;FRUTILLA;3;;337445;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
1217;7792183000016;;;;SQUAM PTA X 120 GRS;;3;;399137;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
1556;7793742004384;7795354000013;;;AVENO JBN X 120 GRS;;3;;375763;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
1669;7795354000167;;;;UMASAM JBN X 100 G;;3;;658365;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
170;7797811099400;;;;ACEITE RICINO EWE X 30 CC;;3;;142043;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
171;7797811099417;;;;ACEITE RICINO EWE X 50 CC;;3;;198120;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
172;7797811099509;;;;ACEITE ALMENDRAS EWE;X30CC;3;;171723;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
173;7797811099516;;;;ACEITE ALMENDRAS EWE;X50CC;3;;232983;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
180198;7791984999536;7791984001154;;;102 MUJER X 30 CPS BL;;3;;634360;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
191528;7798122341387;;;;AZIDAC PLUS DHA X 120 CPS;;3;;2231405;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
196186;8716900576973;;;;KETOCAL 2.5 VAIN BRICK X;200 ML UXC32;3;;90935020;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
2728492;7792175001922;;;;FLUORDENT PX COLUT X 200;ML;3;;535544;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
2787641;7792175001878;;;;FLUORDENT PX PTA X  60;GRS;3;;317968;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
2787642;7792175001885;;;;FLUORDENT PX PTA X 120;GRS;3;;480904;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
2816502;7790375245061;;;;BAGOVIT A LIGHT CREMA X;100 GRS;3;;561457;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
2887973;7790375000134;;;;BAGOVIT A  EMUL X 200 GRS;;3;;640239;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
3195;7797811099110;7797811099127;;;VASELINA EWE SOLIDA X60 G;;3;;129119;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
3264141;7795380042094;7798009274579;;;ALUMPAK LOC X 30 ML;;3;;997889;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
3347;7797811099042;;;;VASELINA EWE EXT DENX1LIT;;3;;1016971;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
3348;7797811099011;;;;VASELINA EWE EXT DEN X125;;3;;167304;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
3349;7797811099028;7795311000070;;;VASELINA EWE EXT DENX250M;;3;;283821;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
3350;7797811099035;;;;VASELINA EWE EXT DENX500M;;3;;541980;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
3634662;70074112435;7790440452516;7790440512067;;GLUCERNA VAIN X 1 LITRO;;3;;1182284;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
3721101;70074112633;7790440068229;;;JEVITY X 1000 ML;;3;;1006105;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
3817231;7792175001892;;;;FLUORDENT B PTA X 60 GRS;;3;;315560;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
391177;4015630018239;4015630002795;;;ACCU CHEK SOFTCLIX PUNZ;;3;;1031008;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
3982;7792183000030;;;;DESENSYL PTA X 100 GRS;;3;;327136;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
4022061;70074112664;7790440066829;;;OSMOLITE HN RTH X 1000 ML;;3;;1094765;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
4033407;7798038280237;7798038280053;;;COVADENIL AMP BEB X 30;;3;;914080;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
4268;7798024330014;;;;ACNETROL GEL X 60 G;;3;;1735227;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
4483411;70074116051;7790440519486;;;ALTERNA RTX X 1000 ML;;3;;1398986;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
466939;7798095410028;;;;PERCUTAFEINE GEL CELULITI;;3;;17876;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
4681592;70074116075;7790440531242;;;JEVITY PLUS X 1000 ML;;3;;1186023;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
4748;8710428018038;;;;ENSURE PLUS DRINK VAIN X;220 ML;3;;322262;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
4884042;3401348840421;;;;SEBIUM HYDRA 40 ML;;3;;1984519;2100;1;N;0;A;;0;0;2071;DROGUERIA BARRACAS
